","
1,0.0,0.0,219.42141452123158,0.695985,1.5729123870828925,4.56198,4.76041,5.36456,6.67819,9.78143,15.2917,22.2632,200.0,167.203,132.772,105.262,84.8684,70.0319,59.2101,45.1722,34.1157,28.6725,26.1091,25.4488,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,116.119,75.8911,75.7656,32.5369,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
1,0.0,0.0,219.60476194365697,0.693618,1.7508673486725748,4.5979,4.80197,5.41696,6.75327,9.91938,15.5847,22.8607,200.0,165.721,131.56,104.327,84.1664,69.506,58.811,44.9275,33.9804,28.5886,26.0548,25.4154,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,115.667,75.6252,75.4442,32.0763,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
1,0.0,0.0,219.7838219710423,0.690968,1.9284670764292764,4.63815,4.84818,5.47467,6.83531,10.0686,15.9002,23.51,200.0,164.24,130.349,103.392,83.4628,68.9771,58.4078,44.6782,33.8405,28.5005,25.9965,25.378,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,115.216,75.3594,75.1216,31.6149,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
1,0.0,0.0,219.9576134442257,0.688035,2.1062329619465654,4.68268,4.8989,5.53766,6.92428,10.2294,16.24,24.2167,200.0,162.755,129.136,102.454,82.7554,68.4436,57.9999,44.424,33.696,28.4082,25.9341,25.3366,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,114.767,75.0952,74.798,31.1527,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
1,0.0,0.0,220.13611170248487,0.684827,2.284291055939371,4.73141,4.95413,5.60584,7.02007,10.4019,16.6044,24.987,198.915,161.266,127.919,101.513,82.0442,67.9062,57.5871,44.1649,33.5471,28.3118,25.8677,25.2913,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,114.32,74.8313,74.4731,30.6899,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
1,0.0,0.0,220.3162853863009,0.681334,2.4640279162719105,4.78448,5.01407,5.67966,7.12338,10.5871,16.9971,25.8305,197.209,159.763,126.691,100.562,81.3247,67.3605,57.1671,43.8993,33.3927,28.2107,25.7972,25.2419,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,113.875,74.567,74.1465,30.2268,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
1,0.0,0.0,220.4939251094601,0.677557,2.6451914415143256,4.84186,5.07867,5.75894,7.23409,10.7853,17.4187,26.7558,195.487,158.248,125.452,99.6034,80.5976,66.8079,56.74,43.6276,33.2333,28.1051,25.7226,25.1886,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,113.431,74.3012,73.8186,29.7626,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
1,0.0,0.0,220.67312226437207,0.673497,2.825157484964917,4.90359,5.14789,5.84366,7.35204,10.9957,17.8679,27.764,193.772,156.739,124.22,98.6481,79.8715,66.2544,56.3109,43.3524,33.0699,27.9957,25.644,25.1311,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,112.99,74.0366,73.4895,29.2975,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
1,0.0,0.0,220.8513159467847,0.669153,3.0043213875023254,4.9696,5.2218,5.93381,7.47724,11.2189,18.3465,28.8667,192.058,155.233,122.99,97.6943,79.145,65.6988,55.8789,43.0734,32.9025,27.8823,25.5615,25.0697,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,112.55,73.7722,73.1591,28.8324,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
1,0.0,0.0,221.02237397628267,0.664521,3.1830899491610936,5.04007,5.30045,6.0296,7.60998,11.4553,18.8569,30.078,190.344,153.728,121.762,96.7401,78.4169,65.1402,55.4431,42.7901,32.7308,27.7648,25.4749,25.0041,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,112.113,73.5082,72.8272,28.3663,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
1,0.0,0.0,221.19497499245202,0.659607,3.361875699553716,5.11481,5.38376,6.1309,7.75025,11.7052,19.4006,31.4154,188.626,152.221,120.531,95.7841,77.6859,64.5782,55.0032,42.5024,32.5548,27.6432,25.3844,24.9344,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,111.677,73.246,72.4941,27.8993,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
1,0.0,0.0,221.36338907625287,0.654407,3.5410224133572705,5.19394,5.47183,6.23803,7.89838,11.9694,19.9805,32.9037,186.901,150.707,119.297,94.8239,76.9506,64.0114,54.5584,42.2095,32.3742,27.5173,25.2898,24.8607,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,111.244,72.9845,72.1603,27.4316,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
1,0.0,0.0,221.5395179264661,0.64892,3.720644682130783,5.27747,5.56476,6.35086,8.05446,12.2483,20.5988,34.5711,185.168,149.189,118.058,93.86,76.211,63.4399,54.1084,41.9117,32.189,27.3872,25.1911,24.7829,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,110.812,72.7233,71.8251,26.9637,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
1,0.0,0.0,221.7131745842568,0.64315,3.901441514384315,5.36539,5.66245,6.46948,8.21863,12.5423,21.259,36.4637,183.423,147.66,116.811,92.8894,75.4652,62.8622,53.6527,41.6085,31.999,27.2528,25.0883,24.7011,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,110.38,72.463,71.4887,26.4949,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
1,0.0,0.0,221.88824374676372,0.637093,4.081877383226914,5.45764,5.76501,6.59393,8.39079,12.8513,21.9617,38.6284,181.676,146.132,115.564,91.9184,74.7175,62.2819,53.1934,41.3012,31.8049,27.1143,24.9816,24.6151,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,109.948,72.2032,71.1513,26.0252,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
1,0.0,0.0,222.05635653027093,0.630741,4.2614480857988655,5.55444,5.87247,6.72433,8.57123,13.1759,22.7092,41.152,179.931,144.606,114.321,90.9482,73.9695,61.6993,52.7312,40.9899,31.6067,26.9718,24.8708,24.5249,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,109.516,71.9413,70.8122,25.5541,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
1,0.0,0.0,222.22772137666016,0.624108,4.440680743271689,5.65558,5.98474,6.86047,8.75975,13.5162,23.5048,44.1782,178.184,143.079,113.077,89.9778,73.2196,61.1141,52.2654,40.6747,31.4044,26.8254,24.756,24.4307,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,109.084,71.6769,70.4711,25.0835,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
1,0.0,0.0,222.39640668745218,0.617188,4.619827457075243,5.76117,6.10193,7.00262,8.95663,13.873,24.3524,47.9946,176.434,141.551,111.832,89.0055,72.467,60.5255,51.7957,40.3551,31.1978,26.6748,24.6373,24.3322,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,108.653,71.4108,70.1272,24.6121,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
1,0.0,0.0,222.56262548489943,0.609975,4.7989569821449445,5.87125,6.22409,7.15087,9.16224,14.2469,25.2575,53.3309,174.679,140.02,110.585,88.0308,71.7113,59.9332,51.3219,40.0311,30.987,26.5202,24.5144,24.2296,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,108.221,71.1452,69.7795,24.1394,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
1,0.0,0.0,222.73066720981396,0.602475,4.978378715690161,5.9858,6.35119,7.30523,9.37657,14.6384,26.2245,66.6732,172.917,138.484,109.335,87.0531,70.952,59.3367,50.8436,39.7025,30.7717,26.3614,24.3875,24.1229,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,107.79,69.4282,200.0,23.6658,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
